ahrq-26a127be7b385d3fb8e634a36b25b784,"Telehealth for Acute and Chronic Care Consultations",,2019-04-16,f,AHRQ,USA,government,"healthcare agency","Health sciences|Telehealth|Intensive care unit|Intensive care medicine|Systematic review|Health care|Emergency department|Medical diagnosis|Research|Preventive healthcare|Patient|Evidence-based medicine|Cohort study|Agency for Healthcare Research and Quality|Traumatic brain injury|Risk|Hospital|Meta-analysis|Specialty (medicine)|Emergency medical services|Health|Clinical trial|Health system|Health care quality|Medicine|Human activities|Medical specialties|Qualitative research|Myocardial infarction|Bias|Adverse effect|Clinical medicine|Randomized controlled trial|Disease|Infection|Evaluation|Nursing|Health economics|Patient-reported outcome|Medicaid|Chronic condition|MEDLINE|Health informatics|MHealth|Confidence interval|Surgery|Trauma center|Medicare (United States)|Childbirth|Abstract (summary)|Remote patient monitoring|Therapy|Decision-making|Analytics|Tissue plasminogen activator|Confounding"
ahrq-307b2a4fdd55c95cd7412c21f1483c1c,"Integrating Palliative Care in Ambulatory Care of Noncancer Serious Chronic Illness: A Systematic Review",,2021-02-02,f,AHRQ,USA,government,"healthcare agency","Palliative care|Medicine|End-of-life care|Major depressive disorder|Chronic condition|Advance healthcare directive|Health care|Meta-analysis|Cohort study|Systematic review|Agency for Healthcare Research and Quality|Quality of life (healthcare)|Caregiver|Randomized controlled trial|Shared decision-making in medicine|Health|Health sciences|Evidence-based medicine|Chronic obstructive pulmonary disease|Disease|Heart failure|Qualitative research|Nursing|Physician Orders for Life-Sustaining Treatment|Clinical trial|International Classification of Diseases|Primary care|Quality of life|Dementia|Shortness of breath|PHQ-9"
ahrq-4b28acdf9fab8be1ed53feaf4dffd688,"Care Interventions for People Living With Dementia and Their Caregivers",,2020-08-29,f,AHRQ,USA,government,"healthcare agency","Medicine|Dementia|Caregiver|Randomized controlled trial|Evidence-based medicine|Alzheimer's disease|Systematic review|Agency for Healthcare Research and Quality|Health|Research|Health care|Risk|Exercise|Home care in the United States|Caring for people with dementia|Animal-assisted therapy|Nursing home care|Clinical trial|Psychology|Bias|Aromatherapy|Inclusion (education)|Alternative medicine|Reporting bias|Major depressive disorder|Health sciences|Human activities|Nursing|Statistics|Psychological concepts|Quality of life|Childbirth|Education|Family|Snoezelen|Strength training|Confounding|Mini–Mental State Examination|Psychosocial|Physical therapy|Paro (robot)|Disability|Cognition|Health professional|Effect size|Confidence interval|Unlicensed assistive personnel|Peer review|Adult daycare center|Meta-analysis|Mental health|Quasi-experiment|Evidence-based practice|National Institutes of Health|Ageing|Confidence|Massage|Antipsychotic|Therapy|Aerobic exercise|Race (human categorization)|Science|Disease|Grey literature|Activities of daily living|Assisted living"
ahrq-60a367f02250216381b038ae1a8858f4,"Medical Therapies for Children with Autism Spectrum Disorder — An Update",,2017-02-23,f,AHRQ,USA,government,"healthcare agency","Health|Autism spectrum|Randomized controlled trial|Attention deficit hyperactivity disorder|Meta-analysis|Risperidone|Antipsychotic|Aripiprazole|Cohort study|Agency for Healthcare Research and Quality|Evidence-based medicine|Mental disorder|Autism|Medicine|Health care|Placebo|Clinical trial|Research|Clinical medicine|Inclusion (education)|Health sciences|Attention deficit hyperactivity disorder management|Medical specialties|Medication|Psychological concepts|Cognition|Systematic review|Methylphenidate|Human activities|Behavioural sciences|Medical Subject Headings|PubMed|Dietary supplement"
ahrq-678d989770de5200659aaad945c4e3ea,"Attention Deficit Hyperactivity Disorder: Diagnosis and Treatment in Children and Adolescents",,2018-01-16,f,AHRQ,USA,government,"healthcare agency","Health care|Attention deficit hyperactivity disorder|Diagnostic and Statistical Manual of Mental Disorders|Mental disorder|Meta-analysis|Randomized controlled trial|Medical diagnosis|Systematic review|Impulsivity|Evidence-based medicine|Attention deficit hyperactivity disorder management|Clinical medicine|Health|Medicine|Health sciences|Medical specialties|Behavioural sciences|Placebo|DSM-5|Cognition|Sensitivity and specificity|Agency for Healthcare Research and Quality|Psychotherapy|Adverse effect|Major depressive disorder|Comorbidity|Attention deficit hyperactivity disorder predominantly inattentive|Test of Variables of Attention|Kiddie Schedule for Affective Disorders and Schizophrenia|Dietary supplement|Stimulant|Risk|Amphetamine|Psychological concepts|Clinical trial|Omega-3 fatty acid"
ahrq-c589854b2583b21e03121bdabe65d558,"Systematic Reviews of Complex Multicomponent Health Care Interventions",,2014-01-06,f,AHRQ,USA,government,"healthcare agency","Human activities|Randomized controlled trial|Systematic review|Qualitative research|Research|Agency for Healthcare Research and Quality|Evaluation|Conceptual model|Evidence-based medicine|Meta-analysis|Health care|Health|Theory|Analysis|Statistics|Cochrane (organisation)|System|Branches of science|Medicine|Assumption|Cognition|Consolidated Standards of Reporting Trials|Quantitative research|Logic model|Intelligence analysis|Science|Health system|Framing (social sciences)|Expert|Self-care|Health sciences|Research methods|Donabedian model|Meta-regression|Causality|Data|Categorization|Cognitive science|Behavioral medicine|Psychological concepts|Scientific method|Sensitivity analysis|Methodology|Behavior|Adherence (medicine)|Methicillin-resistant Staphylococcus aureus|Inquiry|Information|Evidence-based practice|Epistemology|Design|Empiricism"
ahrq-cb0030db425a780080d124a4dc72fbc0,"Interventions Targeting Sensory Challenges in Children with Autism Spectrum Disorder - An Update",,2017-01-26,f,AHRQ,USA,government,"healthcare agency","Autism spectrum|Medicine|Cognition|Cognitive science|Behavioural sciences|Psychological concepts|Evidence-based medicine|Risk|Health|Research|Inclusion (education)|Sensory processing disorder|Medical Subject Headings|Nonverbal autism|Perception|Agency for Healthcare Research and Quality|Cohort study|Autism|Randomized controlled trial|Human activities|Meta-analysis|Psychology|Health care|Clinical trial|Health sciences|Music therapy|PubMed|Neuroscience|Attention deficit hyperactivity disorder|Bias|Environmental enrichment|MEDLINE|Systematic review|Psychotherapy|Clinical psychology|DSM-5|Multisensory integration|Diagnostic and Statistical Manual of Mental Disorders"
ahrq-d02cbbd88eabd0ba6e3919962a0a47f4,"Labor Dystocia",,2020-04-20,f,AHRQ,USA,government,"healthcare agency","Childbirth|Human reproduction|Maternal health|Motherhood|Health sciences|Obstructed labour|Agency for Healthcare Research and Quality|Maternal death|Caesarean section|Randomized controlled trial|Epidural administration|Meta-analysis|Public health|Medicine|Health|Health care|Medical specialties|Systematic review|Birth|Women's health|Human pregnancy|Artificial rupture of membranes|Evidence-based medicine|Acupuncture|Prolonged labor|Pregnancy|Health economics"
aifsau-4315805bee1a7eb1c5fe7aae144bb403,"""Ripple effects"" of sexual assault",,2007-06-28,f,"Australian Institute of Family Studies",Australia,government,agency,"Culture|Psychology|Behavioural sciences|Psychological concepts|Psychological trauma|Posttraumatic stress disorder|Violence|Rape|Child abuse|Victimisation|Sexual assault|Domestic violence|Effects and aftermath of rape|Vicarious traumatization|Child sexual abuse|Violence against women|Psychotherapy|Health|Family|Secondary trauma|Disease|Sexual violence|Mental disorder|Social institutions|Emotion|Crime|Coping (psychology)|Mental health|Research|Anger|Clinical psychology|Psychiatry|Sexual abuse|Intimate partner violence|Gender|Victorian Health Promotion Foundation"
aifsau-43d9a09f5f7321b5f984724b6e0c53ab,"The impacts of sexual assault on women",,2011-03-29,f,"Australian Institute of Family Studies",Australia,government,agency,"Posttraumatic stress disorder|Psychological trauma|Sexual assault|Violence|Rape|Psychology|Behavioural sciences|Medical specialties|Health|Psychological concepts|Clinical psychology|Psychiatry-related fields|Abnormal psychology|Mental health|Domestic violence|Medicine|Neuroscience|Mental disorder|Positive psychology|Social issues|Psychiatry|Diagnostic and Statistical Manual of Mental Disorders|Action (philosophy)|Victimisation|Disease|Emotion|Clinical medicine"
aifsau-7ae08b17b63d109e4c72453c8dd8d1e6,"Working together to keep children and families safe",,2020-02-05,f,"Australian Institute of Family Studies",Australia,government,agency,"Child protection|Child neglect|Family|Child Protective Services|Communication|Child abuse|Leadership|Child|Reflective practice|Goal|Risk|Substance abuse|Domestic violence|Mental health|Organizational culture|Violence|Information|Health|Human activities|Culture|Psychology|Psychological concepts|Cognition|Behavioural sciences|Welfare|Health care|Mentorship|Social institutions|Negotiation|Research|Learning|Australia|Social work|Cognitive science|Education|Debriefing|Public health|Decision-making|Multimethodology|Expert|Confidentiality|Conflict resolution|Community|Social science"
aihw-bcbcb19460776b5c1f6c5cd7f86adedd,"Australian Burden of Disease Study: impact and causes of illness and death in Australia 2015",,2019-06-13,f,"Australian Institute of Health and Welfare",Australia,government,"healthcare agency","Disease burden|Disability-adjusted life year|Disease|Life expectancy|Chronic condition|Ageing|Cancer|Cardiovascular disease|Health|Birth defect|Arthritis|Public health|Obesity|Medical specialties|RTT|Epidemiology|Medicine|Clinical medicine|Diseases and disorders|Health sciences|Alcoholism|Dermatitis|Atrial flutter|Dementia|Coronary artery disease|Risk|Osteoarthritis|Anxiety disorder|Mental disorder|Death|Urinary system|Tobacco smoking|Health care|Chronic obstructive pulmonary disease|Rheumatoid arthritis|Heart|Preventive healthcare"
allea-16e0e7822714b293c314c1e77b32fbcd,"Transforming the Future of Ageing -",,2020-01-17,f,ALLEA,Germany,"think tank",,"Ageing|Health care|Ageism|Health|Chronic condition|Disease|Health promotion|Scientific Advice Mechanism|Demographic transition|Geriatrics|Life expectancy|Education|Old age|Disability|Air pollution|European Union|Economic growth|Insurance|Palliative care|Dependency ratio|World population|Hospital|Mental disorder|Risk|Retirement|Pension|Health policy|Health human resources|Evidence-based medicine|Population growth|Long-term care|Comprehensive geriatric assessment|Risk management|Adolescence|Behavior|Health insurance|Public health|Welfare|Demography|Employment|Cardiovascular disease|Epidemiological transition|Self-care|Life|Population ageing|Dementia|Economic development|Technology|Science|Genetics|Pollution|Nursing|MHealth|Climate change|Model organism|Research|Patient|Discrimination|Family|Sustainability|Health literacy|Health professional|End-of-life care|Ecology|Electronic health record|Sexism|Immigration|Telehealth|Health equity|Human|Interdisciplinarity|Exercise|Emerging adulthood and early adulthood|Population|Child development|Innovation|Finance|Physical therapy|Attention|License|Well-being|Human activities|Artificial intelligence|Natural environment|Effects of global warming|Human migration|Unemployment|Prejudice|Caregiver|Nursing home care|Diabetes|Genome-wide association study|Culture|Society|Psychology|Hospital readmission|Epidemiology|Quality of life|Internet of things|Economics|Social work|Cancer|Health system|Lifelong learning|Human impact on the environment|Medicine|Health sciences|Attitude (psychology)|Gender|Total fertility rate"
allea-3a3da2cb0e7308df32dbf8447d5ace15,"Biodegradability of plastics in the open environment -",,2020-12-11,f,ALLEA,Germany,"think tank",,"Chemistry|Biodegradation|Polymer|Biodegradable plastic|Plastic|Scientific Advice Mechanism|Fungal extracellular enzyme activity|Bioplastic|OXO-biodegradation|Enzyme|Manufacturing|Nature|Chemical substances|Materials|Physical sciences|Circular economy|Plastic pollution|Biopolymer|Lignin|Recycling|Microplastics|Polyethylene terephthalate|Macromolecule|Polyethylene|Artificial materials|Biodegradable polymer|Waste management|Waste|Hydrolysis|Risk|Natural environment|Metabolism|Risk assessment|Molecule|Backbone chain"
americanenterpriseinstitute-a408b605dbb81c3149fd8246514b3cf1,"Commonwealth v. Julie Eldred - AEI","Should someone with an addiction be required to stay drug free as a condition of his or her probation? We argue that this claim should be rejected as it is based of a fallacious scientific premise and would further cause substantial harm for future treatment-based approaches to criminal justice.",2017-09-21,f,"The American Enterprise Institute",USA,"think tank",,"Health|Insanity defense|Substance use disorder|Addiction|Substance abuse|Probation|Mental disorder|DSM-5|Neuroscience|Reward system|Psychology|Brain|Dopamine|Substance dependence|Disease|Psychiatry|Relapse|Alcoholism|Prison|Motivation|Drug rehabilitation|Deterrence (penology)|Clark v. Arizona|Crime|Behavioural sciences|Diagnostic and Statistical Manual of Mental Disorders|National Institute on Drug Abuse|Acquittal|Social stigma|Psychological concepts|Functional magnetic resonance imaging|Hypomania|Reason|Medicine|Law|Chronic condition|Behavior|Stimulant|Causality|Criminal law|Mental health|Cocaine|Compulsive behavior|Drug|Sexually violent predator laws|Striatum|Clinical psychology|School voucher|Supreme Court of the United States|Diabetes|Determinism"
amnesty-f1e22b52aedbbc2dd08b18230af4f285,"#Toxictwitter: Violence and abuse against women online","Twitter is a social media platform used by hundreds of millions of people around the world to debate, network and share information with each other. However, the findings in this report paint a worrying picture that Twitter can...",2018-03-21,f,"Amnesty International",UK,"think tank",,"Social media|Abuse|Violence|Cyberbullying|Human rights|Domestic violence|Violence against women|Sexism|Amnesty International|Intersectionality|Woman|Discrimination|Doxing|Gender role|Gamergate controversy|Internet forum|Journalism|Feminism|LGBT|Misogyny|Association for Progressive Communications|Gender|Convention on the Elimination of All Forms of Discrimination Against Women|Human activities|Justice|Culture|Social institutions|Public sphere|Harassment|Women's rights|Policy|Kimberlé Williams Crenshaw|Transphobia|Blog|Disability|Mass media|Diane Abbott|Qualitative research|Stalking|Minority group|Transparency (behavior)|Politics|Rape|Aggression|Sociological theories|United Nations Guiding Principles on Business and Human Rights|Transgender|Creative Commons|Research|Jack Dorsey|Genderqueer|Internet|Identity politics|Social issues|Online and offline|Gender equality|Ethical principles|Hashtag|Applied ethics|Psychology|News|News media|Sexual violence"
anses-2c59106aca2ab67b4aa7bc0c5273cb5c,"ANSES report on the update of the PNNS benchmarks: study of the relationships between consumption of food groups and the risk of chronic noncommunicable diseases",,2016-12-12,t,ANSES,France,government,"food and drug safety","Obesity|Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail|Cancer|Diabetes mellitus type 2|Meat|Health|Medical specialties|Food and drink|Preventive healthcare|Alcoholic drink|Disease|Body mass index|Sugar|Vegetable|Nutrition|Statistics|Expertization"
anses-49190415161d69df93225d526248e72d,"OPINION of ANSES concerning the determination of a maximum acceptable health value for manganese in water intended for human consumption",,2018-04-20,t,ANSES,France,government,"food and drug safety","Manganese|Redox|Manganism|Potassium permanganate|Chemistry|Physical sciences|Adsorption|Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail|Water|Iron|Chemical substances|Intelligence quotient|Oxygen|Catalysis|Dopamine"
anses-705a1be505627187d7a686bff480cda8,"AVIS de l'Anses relatif aux méthodes de prévention et de lutte contre la rhodococcose du poulain",,2018-04-09,f,ANSES,France,government,"food and drug safety",
anses-922d79d3ff1e0c8fe379c52a68593f59,"Actualisation des repères du PNNS - Révisions des repères relatifs à l’activité physique et à la sédentarité",,2016-02-01,f,ANSES,France,government,"food and drug safety",
anses-b130e31aeca07b409b3c69f7f4b75957,"ANSES OPINION and REPORT on the exposure assessment and reference values for sedimented dust in indoor environments",,2020-03-09,t,ANSES,France,government,"food and drug safety","Dust|Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail|Indoor air quality|Particulates|Expertization|Air pollution|Natural environment|Chemistry|Skin|Flame retardant|Pesticide|Conflict of interest|Research|Nature|Lead|Physical sciences"
anses-d7a00dabf9cb7cf6cfc12c2f75048af4,"AVIS et rapport de l’Anses relatifs à la mise à jour de l’expertise ""Radiofréquences et santé""",,2013-10-01,f,ANSES,France,government,"food and drug safety",
apecca-2d9ccb68e6c1c68f4dc4b42483d02304,"Atlantic Canada's Changing Competitiveness for International Investment",,2011-02-09,f,"Atlantic Provinces Economic Council",Canada,"think tank",,"Foreign direct investment|Competition (companies)|Economic growth|Employment|Canada|Labour economics|Productivity|Business|Tax|Strategic management|Offshoring|Competition|ExxonMobil|Gross domestic product|Innovation|Investment|Human activities|Economy|Newfoundland and Labrador|Natural gas|Survey methodology|The Maritimes|Provinces and territories of Canada|Export|Mining|Prince Edward Island|Market (economics)|Recession|New Brunswick|Retail|Competitive advantage|Economic development|Economic globalization|Manufacturing|Vale (company)|Energy industry|Human capital|Research and development|Multinational corporation|Transport|Incentive|Economics|Halifax, Nova Scotia|Financial crisis of 2007–2008|United States|Investment Canada Act|Natural resource|Investor|Petroleum|Liquefied natural gas|Recruitment"
apecca-52f0f2fa67438335e2524cb3f3160e13,"Foreign Direct Investment in Atlantic Canada",,2002-05-30,f,"Atlantic Provinces Economic Council",Canada,"think tank",,"Business|Foreign direct investment|Employment|Productivity|Canada|Labour economics|Tax|Economic growth|Unemployment|Economic development|Investment|Multinational corporation|Innovation|Competition|Mergers and acquisitions|Research and development|Market (economics)|Strategic management|Export|Research|Investor|Human activities|Economy|Economics|North American Free Trade Agreement|Infrastructure|Prince Edward Island|Gross domestic product|Investment Canada Act|Technology|Finance|Venture capital|Profit (economics)|United States|Economy of Canada|Marketing|Newfoundland and Labrador|Stock|Business cluster|United Kingdom|Trade union|Incentive|Manufacturing|New Brunswick|Stora Enso|Provinces and territories of Canada"
